5731.20,-21854.80,5115.20,4999.20,-25398.80,6627.20,3687.20,-26462.80,6519.20,4135.20,-24830.80,6863.20,3667.20,-21706.80,8843.20,1875.20,-18930.80,11131.20,-3784.80,-11774.80,8043.20,-8188.80,-4138.80,2227.20,-7968.80,5237.20,-3196.80,623.20,15245.20,-2984.80,6979.20,20201.20,-620.80,4459.20,22697.20,-460.80,2011.20,25805.20,-2204.80,447.20,25745.20,-1352.80,2171.20,23349.20,1531.20,5615.20,19709.20,2495.20,8303.20,18113.20,1439.20,8911.20,15557.20,51.20,6623.20,12577.20,-1432.80,2875.20,9749.20,-2652.80,-1124.80,7457.20,-3836.80,-3960.80,5713.20,-4408.80,-5940.80,3253.20,-4796.80,-5720.80,1141.20,-4412.80,-4464.80,461.20,-3484.80,-3184.80,665.20,-2548.80,-2336.80,-302.80,-1340.80,-1844.80,-1114.80,-736.80,-1468.80,-1446.80,-212.80,-1196.80,-2242.80,-408.80
2387.20,-23226.80,8387.20,1763.20,-24762.80,8943.20,1511.20,-19830.80,8315.20,-216.80,-17114.80,9095.20,-2480.80,-13146.80,6287.20,-5292.80,-5374.80,-500.80,-5836.80,901.20,-6776.80,-1208.80,8737.20,-8052.80,6151.20,12213.20,-4020.80,8727.20,10921.20,-380.80,7571.20,16669.20,331.20,3407.20,23433.20,-1048.80,-468.80,23541.20,-1304.80,-2256.80,19449.20,1755.20,-2020.80,13749.20,3003.20,79.20,10545.20,2451.20,2171.20,11273.20,1831.20,2607.20,12309.20,823.20,1723.20,10785.20,-816.80,-492.80,7861.20,-2176.80,-2720.80,5353.20,-2952.80,-4372.80,3597.20,-3084.80,-5228.80,2673.20,-2584.80,-5016.80,2497.20,-2204.80,-4456.80,2241.20,-1548.80,-3608.80,1765.20,-876.80,-3308.80,1209.20,-352.80,-3308.80,1037.20,-116.80,-3792.80,945.20,-352.80,-4020.80,561.20,-848.80
4099.20,-22166.80,7815.20,6987.20,-24778.80,9563.20,6291.20,-21338.80,9479.20,2179.20,-14714.80,5523.20,-1684.80,-5934.80,439.20,-1852.80,6609.20,-2932.80,-1104.80,9973.20,-7780.80,167.20,9609.20,-7304.80,1963.20,12741.20,-3684.80,3311.20,18593.20,-360.80,3803.20,24657.20,523.20,55.20,26349.20,-2760.80,-1816.80,22521.20,-3172.80,-1352.80,17649.20,-988.80,-160.80,14557.20,1571.20,1879.20,13057.20,2463.20,3207.20,11693.20,2075.20,3291.20,10337.20,575.20,1723.20,7997.20,-1296.80,-432.80,5965.20,-2304.80,-1956.80,4501.20,-2792.80,-2776.80,4137.20,-2640.80,-3148.80,2961.20,-1416.80,-3556.80,1445.20,-352.80,-3316.80,1133.20,511.20,-3388.80,933.20,631.20,-3424.80,1197.20,639.20,-3680.80,693.20,567.20,-3724.80,189.20,31.20,-2984.80,541.20,-152.80
5031.20,-21270.80,8555.20,7519.20,-25222.80,12303.20,9235.20,-24070.80,14823.20,5839.20,-18186.80,14295.20,-1188.80,-12026.80,8403.20,-9108.80,-5038.80,-1660.80,-13856.80,1069.20,-12024.80,-11900.80,8549.20,-15148.80,-5292.80,13325.20,-11748.80,-456.80,9021.20,-7544.80,3015.20,11553.20,-4452.80,5107.20,20085.20,-2012.80,6543.20,26857.20,-716.80,4251.20,27449.20,1743.20,575.20,22981.20,2275.20,103.20,17065.20,3131.20,555.20,15401.20,2559.20,1215.20,14173.20,1851.20,1111.20,10301.20,1975.20,27.20,7817.20,1531.20,-748.80,5897.20,615.20,-2272.80,4521.20,-4.80,-4004.80,3633.20,-884.80,-5372.80,2325.20,-1780.80,-6900.80,1249.20,-2068.80,-7748.80,465.20,-1428.80,-7848.80,305.20,-444.80,-7660.80,-50.80,-156.80,-6704.80,53.20,-408.80,-5388.80,317.20,-664.80
5447.20,-20086.80,7075.20,7703.20,-26222.80,9703.20,9783.20,-29342.80,13623.20,9251.20,-24566.80,14551.20,4759.20,-17262.80,9427.20,-1708.80,-10870.80,1143.20,-6264.80,-4354.80,-8128.80,-7472.80,-1646.80,-14600.80,-5368.80,1745.20,-12896.80,-2412.80,4573.20,-5956.80,1239.20,14173.20,-1956.80,6315.20,28145.20,307.20,8143.20,32476.20,287.20,5023.20,32476.20,-124.80,2855.20,30737.20,299.20,-52.80,26553.20,667.20,-852.80,19961.20,1843.20,411.20,14409.20,2855.20,2835.20,12033.20,2483.20,4191.20,10533.20,1067.20,2195.20,9277.20,-648.80,-1984.80,7961.20,-2620.80,-5324.80,5949.20,-4144.80,-7188.80,3849.20,-3916.80,-8128.80,1637.20,-2396.80,-7996.80,1145.20,-1392.80,-6644.80,2385.20,-160.80,-5440.80,1977.20,407.20,-3776.80,1481.20,831.20,-2516.80,1505.20,679.20
4947.20,-23838.80,5979.20,6443.20,-23070.80,8799.20,6143.20,-18458.80,8543.20,3019.20,-15966.80,5659.20,-1040.80,-12618.80,295.20,-3288.80,-6642.80,-3116.80,-4880.80,-534.80,-4256.80,-4768.80,6161.20,-4784.80,-788.80,13005.20,-1304.80,4011.20,18061.20,2887.20,7543.20,21585.20,3195.20,7931.20,23001.20,1735.20,4991.20,24193.20,1375.20,-1688.80,24517.20,-172.80,-5308.80,20913.20,-56.80,-7308.80,14949.20,451.20,-6140.80,9429.20,1527.20,-2580.80,9277.20,571.20,139.20,8929.20,-628.80,-72.80,7969.20,-2804.80,-2252.80,6889.20,-4344.80,-5836.80,4549.20,-4428.80,-7420.80,2725.20,-3848.80,-7396.80,2017.20,-2312.80,-6560.80,1681.20,-356.80,-5556.80,1693.20,751.20,-5212.80,1221.20,775.20,-5044.80,1053.20,-288.80,-4636.80,941.20,-1408.80,-3736.80,549.20,-1808.80
2715.20,-24334.80,4623.20,3575.20,-29990.80,5339.20,5363.20,-30086.80,9759.20,4703.20,-19346.80,10539.20,-20.80,-11514.80,6491.20,-3980.80,-6766.80,-736.80,-6056.80,-2142.80,-8220.80,-4156.80,4673.20,-9548.80,-456.80,8849.20,-3824.80,4051.20,10249.20,-572.80,6603.20,14557.20,1435.20,7543.20,17889.20,2799.20,5375.20,20509.20,4143.20,1231.20,23365.20,4591.20,-2468.80,25061.20,1283.20,-2856.80,20325.20,-588.80,-2392.80,15557.20,359.20,-1248.80,11233.20,2463.20,395.20,9613.20,3775.20,1827.20,8581.20,3571.20,1775.20,7781.20,1743.20,-360.80,6041.20,-1248.80,-3492.80,4897.20,-3396.80,-5488.80,4269.20,-4320.80,-6820.80,2125.20,-3948.80,-7384.80,785.20,-2828.80,-7440.80,569.20,-1344.80,-7136.80,637.20,-328.80,-6608.80,445.20,31.20,-6020.80,593.20,-408.80
2847.20,-23266.80,6235.20,2747.20,-24150.80,7871.20,3299.20,-21490.80,8827.20,2555.20,-18850.80,8127.20,1359.20,-14754.80,3879.20,1239.20,-8230.80,-600.80,347.20,1845.20,-6072.80,79.20,9517.20,-7876.80,-60.80,13757.20,-6452.80,1667.20,17905.20,-3176.80,4871.20,22893.20,-772.80,6303.20,25581.20,963.20,3619.20,26161.20,2835.20,1231.20,25569.20,2375.20,-52.80,23441.20,519.20,-200.80,20681.20,-416.80,-368.80,15753.20,559.20,443.20,11241.20,2291.20,387.20,9353.20,3579.20,-696.80,9717.20,3359.20,-3460.80,8777.20,743.20,-6532.80,7185.20,-2060.80,-8036.80,5213.20,-4340.80,-7784.80,4133.20,-4540.80,-7236.80,1749.20,-3220.80,-6860.80,41.20,-2036.80,-6172.80,709.20,-664.80,-5204.80,1357.20,-524.80,-4380.80,1269.20,-316.80,-4200.80,1173.20,255.20
3527.20,26289.20,-1672.80,5863.20,28317.20,-400.80,5883.20,28821.20,-876.80,3339.20,26401.20,-1572.80,1007.20,20909.20,-504.80,-560.80,13965.20,1291.20,523.20,9373.20,3023.20,1835.20,7829.20,4527.20,2207.20,7173.20,4295.20,115.20,7173.20,1507.20,-3248.80,6121.20,-1620.80,-6000.80,4409.20,-4284.80,-6860.80,2913.20,-4620.80,-6364.80,1141.20,-3760.80,-5036.80,653.20,-1860.80,-3752.80,1237.20,-260.80,-2996.80,481.20,575.20,-2548.80,805.20,527.20,-2488.80,141.20,71.20,-2628.80,-250.80,-208.80,-2992.80,-526.80,-584.80,-3224.80,-198.80,-644.80,-3816.80,-106.80,-832.80,-4164.80,-374.80,-972.80,-4196.80,-718.80,-1036.80,-4144.80,-634.80,-1016.80,-3592.80,-634.80,-908.80,-3072.80,-802.80,-324.80,-2652.80,-934.80,151.20,-2292.80,-866.80,559.20
4323.20,-26282.80,6631.20,5651.20,-29318.80,11167.20,5311.20,-29642.80,14215.20,3959.20,-27878.80,16150.20,-232.80,-19738.80,11999.20,-4692.80,-5354.80,2215.20,-6760.80,4585.20,-5932.80,-6264.80,13365.20,-9464.80,-3816.80,13981.20,-7208.80,139.20,12009.20,-2240.80,3783.20,18913.20,1403.20,5867.20,26673.20,4035.20,5103.20,26517.20,4327.20,2523.20,23697.20,3739.20,-860.80,22729.20,2223.20,-3344.80,21653.20,-1240.80,-3780.80,17625.20,-1772.80,-1852.80,10549.20,-700.80,1367.20,9989.20,587.20,2091.20,9185.20,523.20,-112.80,8701.20,-1208.80,-3156.80,6061.20,-2476.80,-6216.80,3505.20,-3952.80,-6824.80,3909.20,-4476.80,-6728.80,2577.20,-3900.80,-6096.80,901.20,-2968.80,-5380.80,849.20,-1856.80,-4948.80,717.20,-1012.80,-4828.80,961.20,-1028.80,-4980.80,437.20,-1412.80
